evoArcadmin_ÇÖZÜMLEMEV2S16_1962-1124-1-0000-72-0-IVAN'IN_ÇOCUKLUĞU.mp4	1962-1124-1-0000-72-0_IVAN'IN_ÇOCUKLUĞU
evoArcadmin_03072026SAYFA38_1969-0076-1-0000-90-1-GENÇ_BILLY_YOUNG.mp4	1969-0076-1-0000-90-1_GENÇ_BILLY_YOUNG
evoArcadmin_ÇÖZÜMLEMEV2S5_1969-0094-1-0000-00-1-KESS.mp4	1969-0094-1-0000-00-1_KESS
evoArcadmin_ÇÖZÜMLEMEV2S16_1970-0076-1-0000-00-1-ŞAŞKIN_REKLAMCI.mp4	1970-0076-1-0000-00-1_ŞAŞKIN_REKLAMCI
evoArcadmin_ÇÖZÜMLEMEV2S11_1975-1016-1-0000-00-1-AYNA.mp4	1975-1016-1-0000-00-1_AYNA
evoArcadmin_ÇÖZÜMLEMEV2S10_1980-0149-1-0000-00-1-METİN.mp4	1980-0149-1-0000-00-1_METİN
evoArcadmin_03072026SAYFA38_1983-0202-1-0000-00-1-PARA_UĞRUNA.mp4	1983-0202-1-0000-00-1_PARA_UĞRUNA
evoArcadmin_ÇÖZÜMLEMEV2S11_1984-0286-1-0000-00-1-ALTIN_VE_ŞÖHRET.mp4	1984-0286-1-0000-00-1_ALTIN_VE_ŞÖHRET
evoArcadmin_ÇÖZÜMLEMEV2S8_1986-0227-1-0000-00-1-6._GÜN.mp4	1986-0227-1-0000-00-1_6
evoArcadmin_03072026SAYFA39_1987-0232-1-0000-00-1-BAYAN_JULIE.mp4	1987-0232-1-0000-00-1_BAYAN_JULIE
evoArcadmin_03072026SAYFA39_1988-0244-1-0000-85-1-SEVİMLİ_HIRSIZ.mp4	1988-0244-1-0000-85-1_SEVİMLİ_HIRSIZ
evoArcadmin_03072026SAYFA40_1988-0362-1-0000-00-1-DİLEK_AĞACI.mp4	1988-0362-1-0000-00-1_DİLEK_AĞACI
evoArcadmin_ÇÖZÜMLEMEV2S11_1988-0423-1-0000-40-1-BUL_VE_YOK_ET.mp4	1988-0423-1-0000-40-1_BUL_VE_YOK_ET
evoArcadmin_03072026SAYFA38_1989-0567-1-0000-00-1-UYKUNUN_YANI_BAŞINDA_ÜÇ_ELMA.mp4	1989-0567-1-0000-00-1_UYKUNUN_YANI_BAŞINDA_ÜÇ_ELM
evoArcadmin_ÇÖZÜMLEMEV2S15_1990-0488-1-0000-00-1-HAYALET_BABAM.mp4	1990-0488-1-0000-00-1_HAYALET_BABAM
evoArcadmin_03072026SAYFA39_1990-1068-1-0000-56-0-YAKIN_PLAN.mp4	1990-1068-1-0000-56-0_YAKIN_PLAN
evoArcadmin_ÇÖZÜMLEMEV2S15_1991-0355-1-0000-00-1-PARİS'İN_DIAGHILEV_İLE_DANSI.mp4	1991-0355-1-0000-00-1_PARİS'İN_DIAGHILEV_İLE_DANS
evoArcadmin_ÇÖZÜMLEMEV2S5_1992-0454-1-0000-00-1-HAYATIMIN_ERKEĞİ.mp4	1992-0454-1-0000-00-1_HAYATIMIN_ERKEĞİ
evoArcadmin_ÇÖZÜMLEMEV2S3_1992-0483-1-0000-00-1-JOE_SHARP.mp4	1992-0483-1-0000-00-1_JOE_SHARP
evoArcadmin_03072026SAYFA38_1994-0238-1-0000-00-1-MASUMİYET_DÜŞLERİ.mp4	1994-0238-1-0000-00-1_MASUMİYET_DÜŞLERİ
evoArcadmin_03072026SAYFA38_1996-0316-1-0000-00-1-TANGO_ARGENTINO.mp4	1996-0316-1-0000-00-1_TANGO_ARGENTINO
evoArcadmin_ÇÖZÜMLEMEV2S5_1998-0519-1-0000-00-1-SON_CÜCE.mp4	1998-0519-1-0000-00-1_SON_CÜCE
evoArcadmin_ÇÖZÜMLEMEV2S5_1999-0394-1-0000-90-1-13._SAVAŞÇI.mp4	1999-0394-1-0000-90-1_13
evoArcadmin_03072026SAYFA39_1999-0430-1-0000-00-1-NE_TREN_VAR_NE_DE_UÇAK.mp4	1999-0430-1-0000-00-1_NE_TREN_VAR_NE_DE_UÇAK
evoArcadmin_03072026SAYFA39_1999-0489-1-0000-00-1-AMY'NİN_TALİHSİZLİKLERİ.mp4	1999-0489-1-0000-00-1_AMY'NİN_TALİHSİZLİKLERİ
evoArcadmin_03072026SAYFA40_2000-0289-1-0000-00-1-KÜÇÜK_OLMAK_ZOR.mp4	2000-0289-1-0000-00-1_KÜÇÜK_OLMAK_ZOR
evoArcadmin_ÇÖZÜMLEMEV2S14_2000-0477-1-0000-00-1-FUTBOLCU_PRENSES.mp4	2000-0477-1-0000-00-1_FUTBOLCU_PRENSES
evoArcadmin_03072026SAYFA38_2001-9194-1-0000-00-1-İNTİKAM.mp4	2001-9194-1-0000-00-1_İNTİKAM
evoArcadmin_03072026SAYFA38_2003-9048-1-0000-00-1-İHTİRAS_CİNAYETİ.mp4	2003-9048-1-0000-00-1_İHTİRAS_CİNAYETİ
evoArcadmin_03072026SAYFA38_2003-9195-1-0000-00-1-JERICO_APARTMANI.mp4	2003-9195-1-0000-00-1_JERICO_APARTMANI
evoArcadmin_ÇÖZÜMLEMEV2S14_2005-9105-1-0000-00-1-İMPARATORUN_YOLCULUĞU.mp4	2005-9105-1-0000-00-1_İMPARATORUN_YOLCULUĞU
evoArcadmin_ÇÖZÜMLEMEV2S9_2010-9150-1-0000-00-1-HANNA'NIN_ALTINLARI.mp4	2010-9150-1-0000-00-1_HANNA'NIN_ALTINLARI
evoArcadmin_ÇÖZÜMLEMEV2S7_2011-9186-1-0000-90-1-KÖPEKBALIĞI_KÖRFEZİNİN_YUNUSLARI.mp4	2011-9186-1-0000-90-1_KÖPEKBALIĞI_KÖRFEZİNİN_YU
evoArcadmin_03072026SAYFA39_2018-0017-1-0000-90-1-KAPAN.mp4	2018-0017-1-0000-90-1_KAPAN
